customer_id,first_name,last_name,email,city,signup_date,age,full_name
C10037,David,Hovhannisyan,customer37@example.com,Yerevan,2025-06-09,56.0,David Hovhannisyan
C10038,Mariam,Hovhannisyan,customer38@example.com,Yerevan,2023-01-07,25.0,Mariam Hovhannisyan
C10039,Nare,Mkrtchyan,customer39@example.com,Yerevan,2025-02-16,35.0,Nare Mkrtchyan
C10040,Eva,Mkrtchyan,customer40@example.com,Gyumri,2025-04-05,30.0,Eva Mkrtchyan
C10041,Lilit,Manukyan,customer41@example.com,Yerevan,2023-06-13,62.0,Lilit Manukyan
C10042,Suren,Avetisyan,customer42@example.com,Gyumri,2024-12-15,41.0,Suren Avetisyan
C10043,Sona,Petrosyan,customer43@example.com,Yerevan,2024-03-08,40.0,Sona Petrosyan
C10044,Eva,Petrosyan,customer44@example.com,Kapan,2023-12-15,29.0,Eva Petrosyan
C10045,Anna,Harutyunyan,customer45@example.com,Yerevan,2023-10-12,47.0,Anna Harutyunyan
C10046,Arsen,Hakobyan,customer46@example.com,Yerevan,2023-06-09,48.0,Arsen Hakobyan
C10047,Lusine,Karapetyan,customer47@example.com,Etchmiadzin,2023-08-09,45.0,Lusine Karapetyan
C10048,Arman,Stepanyan,customer48@example.com,Yerevan,2025-02-20,39.0,Arman Stepanyan
C10049,Karen,Mkrtchyan,customer49@example.com,Yerevan,2023-12-11,61.0,Karen Mkrtchyan
C10050,Sona,Stepanyan,customer50@example.com,Vanadzor,2023-04-15,45.0,Sona Stepanyan
C10051,Arman,Sargsyan,customer51@example.com,Vanadzor,2023-04-05,30.0,Arman Sargsyan
C10052,Mariam,Manukyan,customer52@example.com,Hrazdan,2024-01-25,42.0,Mariam Manukyan
C10053,Hayk,Hovhannisyan,customer53@example.com,Yerevan,2023-04-10,61.0,Hayk Hovhannisyan
C10054,Gor,Karapetyan,customer54@example.com,Yerevan,2024-01-03,63.0,Gor Karapetyan
C10055,Arman,Grigoryan,customer55@example.com,Yerevan,2025-05-17,24.0,Arman Grigoryan
C10056,Karen,Manukyan,customer56@example.com,Yerevan,2023-12-19,62.0,Karen Manukyan
C10057,Suren,Grigoryan,customer57@example.com,Armavir,2024-09-10,23.0,Suren Grigoryan
C10058,Mariam,Ghazaryan,customer58@example.com,Hrazdan,2023-09-28,41.0,Mariam Ghazaryan
C10059,Gor,Avetisyan,customer59@example.com,Yerevan,2025-04-06,36.0,Gor Avetisyan
C10060,Arman,Grigoryan,customer60@example.com,Vanadzor,2023-02-14,36.0,Arman Grigoryan
C10061,Arsen,Grigoryan,customer61@example.com,Yerevan,2025-01-17,53.0,Arsen Grigoryan
C10062,Mikael,Stepanyan,customer62@example.com,Armavir,2024-04-15,26.0,Mikael Stepanyan
C10063,Eva,Ghazaryan,customer63@example.com,Yerevan,2024-07-03,65.0,Eva Ghazaryan
C10064,Sona,Martirosyan,customer64@example.com,Yerevan,2023-05-08,53.0,Sona Martirosyan
C10065,Arsen,Martirosyan,customer65@example.com,Gyumri,2025-08-02,55.0,Arsen Martirosyan
C10066,Sona,Martirosyan,customer66@example.com,Vanadzor,2024-01-23,57.0,Sona Martirosyan
C10067,Mikael,Avetisyan,customer67@example.com,Vanadzor,2023-03-22,46.0,Mikael Avetisyan
C10068,Tatev,Karapetyan,customer68@example.com,Yerevan,2024-07-19,41.0,Tatev Karapetyan
C10069,Karen,Manukyan,customer69@example.com,Yerevan,2023-10-28,65.0,Karen Manukyan
C10070,Eva,Manukyan,customer70@example.com,Gyumri,2025-04-29,22.0,Eva Manukyan
C10071,Tatev,Vardanyan,customer71@example.com,Yerevan,2024-10-05,59.0,Tatev Vardanyan
C10072,David,Sargsyan,customer72@example.com,Armavir,2024-09-25,62.0,David Sargsyan
C10073,Eva,Martirosyan,customer73@example.com,Yerevan,2025-06-25,43.0,Eva Martirosyan
C10074,Tatev,Avetisyan,customer74@example.com,Gyumri,2025-06-01,,Tatev Avetisyan
C10075,Ani,Sargsyan,customer75@example.com,Abovyan,2024-01-06,56.0,Ani Sargsyan
C10076,Lilit,Hakobyan,customer76@example.com,Yerevan,2024-08-14,46.0,Lilit Hakobyan
C10077,David,Sargsyan,customer77@example.com,Vanadzor,2023-07-16,23.0,David Sargsyan
C10078,Ani,Stepanyan,customer78@example.com,Vagharshapat,2024-12-22,24.0,Ani Stepanyan
C10079,Suren,Stepanyan,customer79@example.com,Yerevan,2023-03-13,54.0,Suren Stepanyan
C10080,Sona,Karapetyan,customer80@example.com,Armavir,2023-02-16,35.0,Sona Karapetyan
C10081,Mane,Mkrtchyan,customer81@example.com,Vanadzor,2024-11-08,40.0,Mane Mkrtchyan
C10082,Saro,Grigoryan,customer82@example.com,Yerevan,2023-08-22,61.0,Saro Grigoryan
C10083,Lusine,Martirosyan,customer83@example.com,Yerevan,2025-03-02,,Lusine Martirosyan
C10084,Sona,Vardanyan,customer84@example.com,Yerevan,2023-10-24,18.0,Sona Vardanyan
C10085,Anna,Ghazaryan,customer85@example.com,Hrazdan,2023-03-23,21.0,Anna Ghazaryan
C10086,Anna,Vardanyan,customer86@example.com,Etchmiadzin,2025-05-25,61.0,Anna Vardanyan
C10087,Ani,Mkrtchyan,customer87@example.com,Kapan,2023-08-27,64.0,Ani Mkrtchyan
C10088,Narek,Hovhannisyan,customer88@example.com,Dilijan,2025-06-06,52.0,Narek Hovhannisyan
C10089,Gor,Sargsyan,customer89@example.com,Etchmiadzin,2023-04-14,40.0,Gor Sargsyan
C10090,Lilit,Avetisyan,customer90@example.com,Vanadzor,2024-01-25,44.0,Lilit Avetisyan
C10091,David,Grigoryan,customer91@example.com,Yerevan,2023-10-12,43.0,David Grigoryan
C10092,Lilit,Manukyan,customer92@example.com,Gyumri,2024-04-09,25.0,Lilit Manukyan
C10093,David,Petrosyan,customer93@example.com,Yerevan,2024-10-12,60.0,David Petrosyan
C10094,Sona,Grigoryan,customer94@example.com,Hrazdan,2025-05-04,33.0,Sona Grigoryan
C10095,Suren,Karapetyan,customer95@example.com,Yerevan,2024-01-09,58.0,Suren Karapetyan
C10096,Mariam,Hovhannisyan,customer96@example.com,Yerevan,2023-06-16,-5.0,Mariam Hovhannisyan
C10097,Ani,Karapetyan,customer97@example.com,Yerevan,2024-01-15,49.0,Ani Karapetyan
C10098,Mikael,Stepanyan,customer98@example.com,Yerevan,2023-12-30,22.0,Mikael Stepanyan
C10099,Narek,Sargsyan,customer99@example.com,Vanadzor,2023-08-03,37.0,Narek Sargsyan
C10100,Anna,Hakobyan,customer100@example.com,Gyumri,2024-11-17,31.0,Anna Hakobyan
C10101,Suren,Stepanyan,customer101@example.com,Vanadzor,2023-10-01,49.0,Suren Stepanyan
C10102,Sona,Karapetyan,customer102@example.com,Gyumri,2024-12-19,43.0,Sona Karapetyan
C10103,Anna,Karapetyan,customer103@example.com,Abovyan,2024-11-30,64.0,Anna Karapetyan
C10104,Ani,Avetisyan,customer104@example.com,Yerevan,2024-10-25,23.0,Ani Avetisyan
C10105,Anna,Sargsyan,customer105@example.com,Yerevan,2023-03-15,53.0,Anna Sargsyan
C10106,Narek,Grigoryan,customer106@example.com,Vanadzor,2024-09-15,57.0,Narek Grigoryan
C10107,Eva,Hakobyan,customer107@example.com,Gyumri,2024-10-12,22.0,Eva Hakobyan
C10108,Arsen,Mkrtchyan,customer108@example.com,Yerevan,2023-06-25,30.0,Arsen Mkrtchyan
C10109,Anna,Petrosyan,customer109@example.com,Yerevan,2024-06-30,49.0,Anna Petrosyan
C10110,Ani,Martirosyan,customer110@example.com,Yerevan,2025-01-16,33.0,Ani Martirosyan
C10111,Narek,Manukyan,customer111@example.com,Gyumri,2023-09-08,18.0,Narek Manukyan
C10112,Arsen,Karapetyan,customer112@example.com,Yerevan,2023-06-17,30.0,Arsen Karapetyan
C10113,Lilit,Sargsyan,customer113@example.com,Vanadzor,2024-04-18,28.0,Lilit Sargsyan
C10114,David,Martirosyan,customer114@example.com,Vagharshapat,2024-01-24,25.0,David Martirosyan
C10115,Eva,Stepanyan,customer115@example.com,Yerevan,2023-10-04,42.0,Eva Stepanyan
C10116,Eva,Manukyan,customer116@example.com,Dilijan,2025-08-05,57.0,Eva Manukyan
C10117,Gor,Vardanyan,customer117@example.com,Gyumri,2024-10-17,49.0,Gor Vardanyan
C10118,Tatev,Manukyan,customer118@example.com,Vanadzor,2024-12-05,41.0,Tatev Manukyan
C10119,Saro,Vardanyan,customer119@example.com,Abovyan,2024-07-24,45.0,Saro Vardanyan
C10120,Lilit,Mkrtchyan,customer120@example.com,Abovyan,2023-08-13,31.0,Lilit Mkrtchyan
C10121,Lusine,Mkrtchyan,customer121@example.com,Gyumri,2024-12-02,62.0,Lusine Mkrtchyan
C10122,Nare,Stepanyan,customer122@example.com,Yerevan,2023-11-29,20.0,Nare Stepanyan
C10123,Arman,Mkrtchyan,customer123@example.com,Yerevan,2025-05-13,53.0,Arman Mkrtchyan
C10124,Narek,Ghazaryan,customer124@example.com,Yerevan,2025-02-25,44.0,Narek Ghazaryan
C10125,Lilit,Harutyunyan,customer125@example.com,Yerevan,2025-03-05,37.0,Lilit Harutyunyan
C10126,Tatev,Harutyunyan,customer126@example.com,Yerevan,2023-02-27,-5.0,Tatev Harutyunyan
C10127,Eva,Manukyan,customer127@example.com,Yerevan,2023-08-23,32.0,Eva Manukyan
C10128,Mane,Mkrtchyan,customer128@example.com,Yerevan,2025-04-21,44.0,Mane Mkrtchyan
C10129,Arman,Avetisyan,,Hrazdan,2023-02-02,62.0,Arman Avetisyan
C10130,Tatev,Karapetyan,customer130@example.com,Kapan,2025-04-04,58.0,Tatev Karapetyan
C10131,Lilit,Martirosyan,customer131@example.com,Artashat,2023-11-20,45.0,Lilit Martirosyan
C10132,Saro,Martirosyan,customer132@example.com,Gyumri,2024-02-15,42.0,Saro Martirosyan
C10133,Mariam,Harutyunyan,customer133@example.com,Abovyan,2023-10-02,59.0,Mariam Harutyunyan
C10134,Gor,Manukyan,customer134@example.com,Kapan,2023-03-09,61.0,Gor Manukyan
C10135,Tatev,Stepanyan,customer135@example.com,Yerevan,2023-08-05,63.0,Tatev Stepanyan
C10136,Hayk,Sargsyan,customer136@example.com,Yerevan,2025-07-24,50.0,Hayk Sargsyan
C10137,Suren,Grigoryan,customer137@example.com,Artashat,2024-08-03,63.0,Suren Grigoryan
C10138,Suren,Grigoryan,customer138@example.com,Gyumri,2025-06-16,31.0,Suren Grigoryan
C10139,Nare,Harutyunyan,customer139@example.com,Gyumri,2025-01-05,25.0,Nare Harutyunyan
C10140,Mane,Sargsyan,customer140@example.com,Yerevan,2023-11-19,65.0,Mane Sargsyan
C10141,Lilit,Ghazaryan,customer141@example.com,Yerevan,2023-08-06,31.0,Lilit Ghazaryan
C10142,Ani,Ghazaryan,customer142@example.com,Kapan,2024-11-02,18.0,Ani Ghazaryan
C10143,Ani,Harutyunyan,customer143@example.com,Vanadzor,2024-05-26,-5.0,Ani Harutyunyan
C10144,Nare,Grigoryan,customer144@example.com,Yerevan,2024-02-10,35.0,Nare Grigoryan
C10145,Tatev,Sargsyan,customer145@example.com,Yerevan,2025-06-24,24.0,Tatev Sargsyan
C10146,David,Mkrtchyan,customer146@example.com,Vanadzor,2025-07-25,32.0,David Mkrtchyan
C10147,Anna,Manukyan,customer147@example.com,Vanadzor,2024-10-20,41.0,Anna Manukyan
C10148,Lilit,Stepanyan,customer148@example.com,Yerevan,2024-04-14,30.0,Lilit Stepanyan
C10149,Hayk,Martirosyan,customer149@example.com,Kapan,2023-05-27,26.0,Hayk Martirosyan
C10150,Sona,Avetisyan,customer150@example.com,Yerevan,2023-09-29,32.0,Sona Avetisyan
C10151,David,Hakobyan,customer151@example.com,Yerevan,2023-05-23,52.0,David Hakobyan
C10152,Narek,Vardanyan,customer152@example.com,Abovyan,2023-09-10,41.0,Narek Vardanyan
C10153,Ani,Vardanyan,customer153@example.com,Yerevan,2025-02-01,50.0,Ani Vardanyan
C10154,Saro,Manukyan,customer154@example.com,Etchmiadzin,2024-07-28,33.0,Saro Manukyan
C10155,Gor,Mkrtchyan,customer155@example.com,Hrazdan,2024-07-05,25.0,Gor Mkrtchyan
C10156,Suren,Hovhannisyan,customer156@example.com,Etchmiadzin,2023-09-27,46.0,Suren Hovhannisyan
C10157,Eva,Grigoryan,customer157@example.com,Yerevan,2025-02-03,40.0,Eva Grigoryan
C10158,David,Vardanyan,customer158@example.com,Yerevan,2024-08-21,62.0,David Vardanyan
C10159,Nare,Mkrtchyan,customer159@example.com,Yerevan,2024-03-14,48.0,Nare Mkrtchyan
C10160,Lusine,Vardanyan,customer160@example.com,Gyumri,2025-07-08,57.0,Lusine Vardanyan
C10161,Lusine,Hovhannisyan,customer161@example.com,Hrazdan,2024-08-20,31.0,Lusine Hovhannisyan
C10162,Nare,Harutyunyan,customer162@example.com,Kapan,2024-02-13,47.0,Nare Harutyunyan
C10163,Suren,Sargsyan,customer163@example.com,Abovyan,2024-01-06,56.0,Suren Sargsyan
C10164,Lilit,Martirosyan,customer164@example.com,Artashat,2023-08-13,44.0,Lilit Martirosyan
C10165,Mariam,Karapetyan,,Hrazdan,2023-05-22,64.0,Mariam Karapetyan
C10166,Anna,Harutyunyan,,Yerevan,2024-06-05,33.0,Anna Harutyunyan
C10167,Lusine,Manukyan,customer167@example.com,Yerevan,2024-05-20,23.0,Lusine Manukyan
C10168,Narek,Harutyunyan,customer168@example.com,Abovyan,2023-04-04,50.0,Narek Harutyunyan
C10169,Lusine,Manukyan,customer169@example.com,Yerevan,2025-02-12,61.0,Lusine Manukyan
C10170,Lusine,Karapetyan,customer170@example.com,Yerevan,2023-02-18,35.0,Lusine Karapetyan
C10171,Lusine,Petrosyan,customer171@example.com,Gyumri,2025-05-31,33.0,Lusine Petrosyan
C10172,Mariam,Hovhannisyan,customer172@example.com,Etchmiadzin,2023-04-23,29.0,Mariam Hovhannisyan
C10173,Mariam,Martirosyan,customer173@example.com,Yerevan,2023-06-06,-5.0,Mariam Martirosyan
C10174,Narek,Avetisyan,customer174@example.com,Etchmiadzin,2024-10-04,62.0,Narek Avetisyan
C10175,Ani,Avetisyan,customer175@example.com,Etchmiadzin,2023-06-13,57.0,Ani Avetisyan
C10176,Ani,Hovhannisyan,customer176@example.com,Gyumri,2025-03-22,46.0,Ani Hovhannisyan
C10177,Saro,Hakobyan,customer177@example.com,Yerevan,2024-11-27,47.0,Saro Hakobyan
C10178,Mariam,Vardanyan,customer178@example.com,Yerevan,2024-03-08,43.0,Mariam Vardanyan
C10179,Suren,Mkrtchyan,,Abovyan,2024-09-02,39.0,Suren Mkrtchyan
C10180,Hayk,Petrosyan,customer180@example.com,Hrazdan,2023-03-07,50.0,Hayk Petrosyan
C10181,Arman,Hovhannisyan,customer181@example.com,Armavir,2024-01-30,56.0,Arman Hovhannisyan
C10182,Mane,Avetisyan,customer182@example.com,Vanadzor,2024-01-26,64.0,Mane Avetisyan
C10183,Lusine,Harutyunyan,customer183@example.com,Yerevan,2024-09-02,46.0,Lusine Harutyunyan
C10184,Hayk,Mkrtchyan,customer184@example.com,Yerevan,2024-04-24,39.0,Hayk Mkrtchyan
C10185,Narek,Petrosyan,customer185@example.com,Hrazdan,2024-06-25,62.0,Narek Petrosyan
C10186,Nare,Sargsyan,customer186@example.com,Yerevan,2023-09-15,30.0,Nare Sargsyan
C10187,Mariam,Sargsyan,customer187@example.com,Yerevan,2024-07-20,26.0,Mariam Sargsyan
C10188,Hayk,Mkrtchyan,customer188@example.com,Gyumri,2025-05-31,41.0,Hayk Mkrtchyan
C10189,Mane,Hovhannisyan,customer189@example.com,Yerevan,2023-01-12,32.0,Mane Hovhannisyan
C10190,Mikael,Manukyan,customer190@example.com,Yerevan,2024-11-27,53.0,Mikael Manukyan
C10191,Mikael,Manukyan,customer191@example.com,Yerevan,2025-01-08,30.0,Mikael Manukyan
C10192,Ani,Harutyunyan,,Yerevan,2023-04-28,44.0,Ani Harutyunyan
C10193,David,Petrosyan,customer193@example.com,Yerevan,2024-11-29,61.0,David Petrosyan
C10194,Hayk,Petrosyan,customer194@example.com,Hrazdan,2025-06-25,54.0,Hayk Petrosyan
C10195,Mikael,Mkrtchyan,customer195@example.com,Vagharshapat,2024-07-03,24.0,Mikael Mkrtchyan
C10196,Anna,Grigoryan,customer196@example.com,Yerevan,2025-02-07,25.0,Anna Grigoryan
C10197,Nare,Sargsyan,customer197@example.com,Etchmiadzin,2023-10-01,54.0,Nare Sargsyan
C10198,Arman,Petrosyan,customer198@example.com,Yerevan,2025-02-26,58.0,Arman Petrosyan
C10199,Saro,Mkrtchyan,customer199@example.com,Gyumri,2024-10-18,31.0,Saro Mkrtchyan
C10200,Anna,Karapetyan,customer200@example.com,Kapan,2023-12-15,29.0,Anna Karapetyan
C10201,Saro,Hakobyan,customer201@example.com,Hrazdan,2023-04-25,53.0,Saro Hakobyan
C10202,Nare,Karapetyan,customer202@example.com,Etchmiadzin,2023-10-28,57.0,Nare Karapetyan
C10203,Lilit,Martirosyan,customer203@example.com,Yerevan,2024-03-21,34.0,Lilit Martirosyan
C10204,Nare,Hovhannisyan,customer204@example.com,Yerevan,2023-06-11,57.0,Nare Hovhannisyan
C10205,David,Harutyunyan,customer205@example.com,Armavir,2024-04-09,46.0,David Harutyunyan
C10206,Ani,Petrosyan,customer206@example.com,Yerevan,2023-01-04,44.0,Ani Petrosyan
C10207,Sona,Martirosyan,customer207@example.com,Yerevan,2025-01-09,18.0,Sona Martirosyan
C10208,Lilit,Avetisyan,customer208@example.com,Hrazdan,2025-06-15,51.0,Lilit Avetisyan
C10209,Karen,Martirosyan,customer209@example.com,Kapan,2025-01-06,21.0,Karen Martirosyan
C10210,Sona,Stepanyan,customer210@example.com,Kapan,2023-09-27,41.0,Sona Stepanyan
C10211,Ani,Vardanyan,customer211@example.com,Yerevan,2024-05-27,38.0,Ani Vardanyan
C10212,Mane,Mkrtchyan,customer212@example.com,Kapan,2025-02-19,50.0,Mane Mkrtchyan
C10213,Karen,Petrosyan,customer213@example.com,Yerevan,2023-07-02,24.0,Karen Petrosyan
C10214,Gor,Hakobyan,customer214@example.com,Yerevan,2024-06-03,18.0,Gor Hakobyan
C10215,Anna,Hovhannisyan,customer215@example.com,Vanadzor,2025-07-23,58.0,Anna Hovhannisyan
C10216,Lilit,Mkrtchyan,customer216@example.com,Yerevan,2023-04-19,20.0,Lilit Mkrtchyan
C10217,Mikael,Stepanyan,customer217@example.com,Yerevan,2025-06-10,61.0,Mikael Stepanyan
C10218,Mikael,Mkrtchyan,customer218@example.com,Abovyan,2024-10-02,32.0,Mikael Mkrtchyan
C10219,Nare,Stepanyan,customer219@example.com,Yerevan,2023-11-02,48.0,Nare Stepanyan
C10220,Lusine,Harutyunyan,customer220@example.com,Yerevan,2025-05-11,33.0,Lusine Harutyunyan
C10221,Mariam,Harutyunyan,customer221@example.com,Yerevan,2024-10-16,27.0,Mariam Harutyunyan
C10222,Ani,Sargsyan,customer222@example.com,Gyumri,2024-06-03,46.0,Ani Sargsyan
C10223,Mikael,Sargsyan,customer223@example.com,Gyumri,2024-09-15,23.0,Mikael Sargsyan
C10224,Suren,Manukyan,customer224@example.com,Etchmiadzin,2023-07-23,46.0,Suren Manukyan
C10225,Narek,Grigoryan,customer225@example.com,Hrazdan,2023-06-06,34.0,Narek Grigoryan
C10226,Narek,Petrosyan,customer226@example.com,Gyumri,2024-01-18,39.0,Narek Petrosyan
C10227,David,Petrosyan,customer227@example.com,Kapan,2025-02-19,41.0,David Petrosyan
C10228,David,Ghazaryan,customer228@example.com,Yerevan,2023-06-15,34.0,David Ghazaryan
C10229,Anna,Stepanyan,customer229@example.com,Yerevan,2024-07-06,38.0,Anna Stepanyan
C10230,Saro,Martirosyan,customer230@example.com,Etchmiadzin,2025-03-08,28.0,Saro Martirosyan
C10231,Mikael,Petrosyan,customer231@example.com,Yerevan,2025-08-02,24.0,Mikael Petrosyan
C10232,Mikael,Petrosyan,customer232@example.com,Dilijan,2024-06-27,59.0,Mikael Petrosyan
C10233,Anna,Grigoryan,customer233@example.com,Gyumri,2025-07-29,56.0,Anna Grigoryan
C10234,Nare,Avetisyan,customer234@example.com,Etchmiadzin,2023-01-01,22.0,Nare Avetisyan
C10235,Ani,Sargsyan,customer235@example.com,Yerevan,2024-09-05,61.0,Ani Sargsyan
C10236,Nare,Sargsyan,customer236@example.com,Yerevan,2023-11-28,65.0,Nare Sargsyan
C10237,Mane,Hakobyan,customer237@example.com,Yerevan,2024-05-15,38.0,Mane Hakobyan
C10238,Lusine,Petrosyan,customer238@example.com,Hrazdan,2023-01-20,35.0,Lusine Petrosyan
C10239,Sona,Grigoryan,customer239@example.com,Gyumri,2023-04-25,52.0,Sona Grigoryan
C10240,Arman,Hovhannisyan,customer240@example.com,Artashat,2024-01-07,37.0,Arman Hovhannisyan
C10241,Hayk,Sargsyan,customer241@example.com,Yerevan,2025-06-18,32.0,Hayk Sargsyan
C10242,Sona,Grigoryan,customer242@example.com,Yerevan,2025-05-01,22.0,Sona Grigoryan
C10243,Nare,Karapetyan,customer243@example.com,Yerevan,2025-04-06,30.0,Nare Karapetyan
C10244,Anna,Vardanyan,,Vanadzor,2023-11-11,29.0,Anna Vardanyan
C10245,Mikael,Avetisyan,customer245@example.com,Kapan,2023-09-03,38.0,Mikael Avetisyan
C10246,Anna,Petrosyan,customer246@example.com,Yerevan,2023-03-01,54.0,Anna Petrosyan
C10247,Karen,Vardanyan,customer247@example.com,Abovyan,2023-09-04,23.0,Karen Vardanyan
C10248,Arsen,Hakobyan,customer248@example.com,Yerevan,2025-06-18,24.0,Arsen Hakobyan
C10249,Karen,Stepanyan,customer249@example.com,Vanadzor,2024-08-03,43.0,Karen Stepanyan
C10250,Mariam,Martirosyan,customer250@example.com,Armavir,2023-03-22,59.0,Mariam Martirosyan
C10251,Anna,Sargsyan,customer251@example.com,Yerevan,2023-03-29,65.0,Anna Sargsyan
C10252,Mikael,Karapetyan,customer252@example.com,Yerevan,2025-01-19,25.0,Mikael Karapetyan
C10253,David,Hovhannisyan,customer253@example.com,Dilijan,2024-05-12,26.0,David Hovhannisyan
C10254,Arman,Stepanyan,customer254@example.com,Kapan,2025-04-15,44.0,Arman Stepanyan
C10255,Ani,Grigoryan,customer255@example.com,Vanadzor,2023-03-12,21.0,Ani Grigoryan
C10256,Arman,Harutyunyan,customer256@example.com,Gyumri,2025-02-17,38.0,Arman Harutyunyan
C10257,Ani,Mkrtchyan,customer257@example.com,Yerevan,2024-06-29,48.0,Ani Mkrtchyan
C10258,Arsen,Petrosyan,customer258@example.com,Gyumri,2025-02-23,38.0,Arsen Petrosyan
C10259,Mikael,Petrosyan,customer259@example.com,Kapan,2023-05-09,57.0,Mikael Petrosyan
C10260,Nare,Karapetyan,customer260@example.com,Abovyan,2023-05-12,42.0,Nare Karapetyan
C10261,Sona,Grigoryan,customer261@example.com,Yerevan,2024-11-06,56.0,Sona Grigoryan
C10262,Lilit,Manukyan,customer262@example.com,Yerevan,2024-05-01,32.0,Lilit Manukyan
C10263,Anna,Petrosyan,customer263@example.com,Yerevan,2024-07-16,52.0,Anna Petrosyan
C10264,Lusine,Manukyan,customer264@example.com,Yerevan,2023-06-19,60.0,Lusine Manukyan
C10265,Ani,Hovhannisyan,,Yerevan,2023-09-29,58.0,Ani Hovhannisyan
C10266,Mikael,Harutyunyan,customer266@example.com,Yerevan,2024-06-24,54.0,Mikael Harutyunyan
C10267,Suren,Karapetyan,customer267@example.com,Yerevan,2025-06-12,59.0,Suren Karapetyan
C10268,Saro,Stepanyan,customer268@example.com,Yerevan,2024-09-13,64.0,Saro Stepanyan
C10269,Arsen,Vardanyan,customer269@example.com,Gyumri,2024-03-09,45.0,Arsen Vardanyan
C10270,Hayk,Grigoryan,customer270@example.com,Yerevan,2023-08-05,31.0,Hayk Grigoryan
C10271,Hayk,Grigoryan,customer271@example.com,Yerevan,2024-07-06,21.0,Hayk Grigoryan
C10272,Tatev,Ghazaryan,customer272@example.com,Yerevan,2025-02-12,37.0,Tatev Ghazaryan
