customer_id,first_name,last_name,email,city,signup_date,age
C10181,Arman,Hovhannisyan,customer181@example.com,Armavir,2024-01-30,56
C10182,  MANE  ,Avetisyan.,customer182@example.com,Vandz.,2024-01-26,64
C10183,LUSINE,"""""Harutyunyan""""",customer183@example.com,"""YEREVAN""",2024-09-02,46
C10184,"""HaYK""",'Mkrtchyan',customer184@example.com,Yerevan,2024-04-24,39
C10185,#Narek,Petrosyan,customer185@example.com,Hrazdan,2024-06-25,62
C10186,nArE,"""Sargsyan""",customer186@example.com,yer,2023-09-15,30
C10187,"""""Mariam""""",  Sargsyan  ,customer187@example.com,Yerevan,2024-07-20,26
C10188,Hayk,MKRTCHYAN,customer188@example.com,Gym,2025-05-31,41
C10189,mane,Hovhannisyan,customer189@example.com,'yerev.',2023-01-12,32
C10190,"mIkAEl,",manukyan,customer190@example.com,YER,2024-11-27,53
C10191,MIkaEl,Manukyan,customer191@example.com,yerevan.,2025-01-08,30
C10192,Ani,HARUTYUNYAN,,YvN,2023-04-28,44
C10193,David,Petrosyan,customer193@example.com,"""""Yerevan""""",2024-11-29,61
C10194,'Hayk',Petrosyan,customer194@example.com,hrazdan,2025-06-25,54
C10195,  Mikael  ,"MKRTCHYAN,",customer195@example.com,vagharshapat,2024-07-03,24
C10196,Anna.,Grigoryan,customer196@example.com,  yEREvaN  ,2025-02-07,25
C10197,naRe,"""""Sargsyan""""",customer197@example.com,ETCHMIADZIN,2023-10-01,54
C10198,ARMAN,Petrosyan,customer198@example.com,"""yerevan city""",2025-02-26,58
C10199,Saro,"""""mkRTCHyAn""""",customer199@example.com,Gyumri City,2024-10-18,31
C10200,  anNa  ,Karapetyan,customer200@example.com,KAPAN,2023-12-15,29
C10201,"Saro,",Hakobyan,customer201@example.com,"""Hrazdan""",2023-04-25,53
C10202,Nare,'kARAPetyAn',customer202@example.com,"""Etchmiadzin""",2023-10-28,57
C10203,Lilit,MArtIROSYAN,customer203@example.com,Yerevan,2024-03-21,34
C10204,nAre,Hovhannisyan,customer204@example.com,"yerevan,",2023-06-11,57
C10205,David,"""""Harutyunyan""""",customer205@example.com,  armavir  ,2024-04-09,46
C10206,"""Ani""",petRosYAN.,customer206@example.com,YEREVAN,2023-01-04,44
C10207,Sona,MARTIROSYAN,customer207@example.com,Yvn,2025-01-09,18
C10208,"Lilit,",Avetisyan,customer208@example.com,hrazdan,2025-06-15,51
C10209,Karen,Martirosyan,customer209@example.com,Kapan,2025-01-06,21
C10210,"""""Sona""""",stepanyan,customer210@example.com,#Kapan,2023-09-27,41
C10211,Ani,Vardanyan,customer211@example.com,Yerevan,2024-05-27,38
C10212,Mane,Mkrtchyan,customer212@example.com,Kapan,2025-02-19,50
C10213,Karen,#PetRoSYAn,customer213@example.com,yer,2023-07-02,24
C10214,gor,Hakobyan,customer214@example.com,YeR.,2024-06-03,18
C10215,anna,Hovhannisyan,customer215@example.com,Vanadzor,2025-07-23,58
C10216,lilit,Mkrtchyan,customer216@example.com,"Yerevan,",2023-04-19,20
C10217,mikael,stepanyan,customer217@example.com,YEreVAn,2025-06-10,61
C10218,  MIKAEL  ,"""""mkrtchyan""""",customer218@example.com,ABOVyAn,2024-10-02,32
C10219,"Nare,",Stepanyan,customer219@example.com,'Yerevan',2023-11-02,48
C10220,LUSIne,"""""Harutyunyan""""",customer220@example.com,Yerevan,2025-05-11,33
C10221,MARIAM,Harutyunyan,customer221@example.com,"""""Yerevan""""",2024-10-16,27
C10222,Ani,Sargsyan,customer222@example.com,GYUMRI,2024-06-03,46
C10223,Mikael,Sargsyan,customer223@example.com,#GYUMRI,2024-09-15,23
C10224,Suren,Manukyan,customer224@example.com,Etchmiadzin,2023-07-23,46
C10225,Narek,"grigoryan,",customer225@example.com,Hrazdan.,2023-06-06,34
C10226,"""Narek""",  petrosyan  ,customer226@example.com,Gyumri,2024-01-18,39
C10227,  David  ,Petrosyan,customer227@example.com,Kapan,2025-02-19,41
C10228,"David,",Ghazaryan,customer228@example.com,yeREv.,2023-06-15,34
C10229,"ANNA,","""STEPANYAN""",customer229@example.com,#YEREVAN,2024-07-06,38
C10230,SArO,Martirosyan,customer230@example.com,etchmiadzin,2025-03-08,28
C10231,MiKAeL,'Petrosyan',customer231@example.com,Yer,2025-08-02,24
C10232,"""""Mikael""""",petrosyan,customer232@example.com,Dilijan,2024-06-27,59
C10233,Anna,"""griGOrYan""",customer233@example.com,Gyumri,2025-07-29,56
C10234,'Nare',Avetisyan,customer234@example.com,"""""Etchmiadzin""""",2023-01-01,22
C10235,ANI,Sargsyan,customer235@example.com,'Yerev.',2024-09-05,61
C10236,Nare,sarGsYan,customer236@example.com,#YEREVAN,2023-11-28,65
C10237,Mane,Hakobyan,customer237@example.com,Yerevan,2024-05-15,38
C10238,Lusine,Petrosyan,customer238@example.com,Hrazdan,2023-01-20,35
C10239,Sona,  Grigoryan  ,customer239@example.com,GYUMRI,2023-04-25,52
C10240,  Arman  ,hovhannisyan,customer240@example.com,ARTASHAT,2024-01-07,37
C10241,Hayk,Sargsyan,customer241@example.com,"""yerevan city""",2025-06-18,32
C10242,Sona,Grigoryan,customer242@example.com,'yerevan',2025-05-01,22
C10243,NARE,"""""Karapetyan""""",customer243@example.com,yerevan,2025-04-06,30
C10244,anna,vardanyan,,'Vandz.',2023-11-11,29
C10245,MIKAEL,avetisyan,customer245@example.com,#KAPAN,2023-09-03,38
C10246,Anna,"""PETROSYAN""",customer246@example.com,Yer,2023-03-01,54
C10247,Karen,Vardanyan,customer247@example.com,abovyAN,2023-09-04,23
C10248,Arsen,"""""Hakobyan""""",customer248@example.com,YEREVAN,2025-06-18,24
C10249,#Karen,Stepanyan,customer249@example.com,vanadzor,2024-08-03,43
C10250,Mariam,Martirosyan,customer250@example.com,'ARMAVIR',2023-03-22,59
C10251,Anna,sarGsYan,customer251@example.com,YEREVAN,2023-03-29,65
C10252,Mikael,"""Karapetyan""",customer252@example.com,"""""Yerevan""""",2025-01-19,25
C10253,david,hovhannisyan.,customer253@example.com,Dilijan,2024-05-12,26
C10254,arman,STEPANYAN,customer254@example.com,'KApan',2025-04-15,44
C10255,ani,Grigoryan,customer255@example.com,"""""Vanadzor""""",2023-03-12,21
C10256,Arman,Harutyunyan,customer256@example.com,Gyumri City,2025-02-17,38
C10257,ani,Mkrtchyan,customer257@example.com,Yerevan,2024-06-29,48
C10258,  Arsen  ,PETrosyan,customer258@example.com,Gyumri,2025-02-23,38
C10259,  MIKAEL  ,#PETROSYAN,customer259@example.com,Kapan,2023-05-09,57
C10260,Nare,Karapetyan,customer260@example.com,Abovyan,2023-05-12,42
C10261,SONA,#GRIgOrYAN,customer261@example.com,Yer,2024-11-06,56
C10262,LILIT,Manukyan,customer262@example.com,Yerevan,2024-05-01,32
C10263,Anna,petrosyan,customer263@example.com,yerevan city,2024-07-16,52
C10264,Lusine,"""Manukyan""",customer264@example.com,Yerevan,2023-06-19,60
C10265,ANI,Hovhannisyan,,'YVN',2023-09-29,58
C10266,Mikael,Harutyunyan,customer266@example.com,  Yerev.  ,2024-06-24,54
C10267,Suren,karapetyan,customer267@example.com,YEREVAN,2025-06-12,59
C10268,"""""Saro""""",  Stepanyan  ,customer268@example.com,Yerevan,2024-09-13,64
C10269,  ArSen  ,Vardanyan,customer269@example.com,GMR,2024-03-09,45
C10270,Hayk,Grigoryan,customer270@example.com,YVN,2023-08-05,31
C10271,Hayk,  Grigoryan  ,customer271@example.com,Yerev.,2024-07-06,21
C10272,Tatev,#ghAzArYan,customer272@example.com,"Yerevan,",2025-02-12,37
C10273,saro,HOVHANNISYAN,customer273@example.com,yerevan city,2025-01-17,51
C10274,Sona,Hovhannisyan,,  Gym  ,2024-12-07,29
C10275,Mariam,avETIsyan,customer275@example.com,YVN,2023-07-25,50
C10276,Ani,  Mkrtchyan  ,customer276@example.com,"""Hrazdan""",2024-12-31,41
C10277,#eva,Sargsyan,customer277@example.com,  Armavir  ,2023-11-16,37
C10278,"""""Ani""""",'Sargsyan',customer278@example.com,Hrazdan,2024-02-13,22
C10279,Narek,GHAZARYAN,customer279@example.com,gyumri,2024-11-18,55
C10280,"""""Mikael""""",  Martirosyan  ,customer280@example.com,"kaPAN,",2024-10-27,47
C10281,sarO,'hakobyan',customer281@example.com,Abovyan,2024-01-18,41
C10282,armAn,"""karapetyan""",customer282@example.com,Yerev.,2024-03-24,60
C10283,AnNA,"harutyunyan,",customer283@example.com,yerevan city,2025-07-10,57
C10284,Lusine,  GRIGORYAN  ,customer284@example.com,Kapan,2024-06-13,24
C10285,lusine,mKRTcHYAN,customer285@example.com,Yerevan,2024-04-07,53
C10286,SUREN,manuKYAN,customer286@example.com,YEREVAN,2023-05-04,55
C10287,#ARSEN,"Karapetyan,",customer287@example.com,Hrazdan,2023-09-11,33
C10288,Hayk,Martirosyan,customer288@example.com,Etchmiadzin.,2023-08-19,32
C10289,anna,'Vardanyan',customer289@example.com,YVN,2023-03-07,63
C10290,David,KARAPETYAN,customer290@example.com,"Gyumri,",2023-12-13,40
C10291,Narek,Martirosyan,customer291@example.com,#yerevan,2023-01-22,29
C10292,lusine,"Grigoryan,",customer292@example.com,hrazdan,2024-08-25,46
C10293,arsen,#Hakobyan,customer293@example.com,Yerevan,2024-07-21,61
C10294,Anna,"""Martirosyan""",customer294@example.com,Yerev.,2023-08-24,65
C10295,Ani,Grigoryan,customer295@example.com,Kapan,2024-08-25,32
C10296,"""""nare""""",  Grigoryan  ,customer296@example.com,Gyumri City,2023-08-14,46
C10297,Ani,HAKOBYAN,customer297@example.com,"""Abovyan""",2023-01-08,62
C10298,"""ANNA""","""""sargsyan""""",customer298@example.com,"""""Yev.""""",2023-03-14,60
C10299,Karen,Karapetyan,customer299@example.com,Yerevan,2024-12-25,38
C10300,Gor,  Ghazaryan  ,customer300@example.com,vandz.,2024-10-08,32
C10301,Anna,"""pEtROsYAn""",customer301@example.com,Yerevan,2023-03-02,31
C10302,Sona,Petrosyan,customer302@example.com,Yer,2023-08-23,59
C10303,"Arsen,",Ghazaryan,customer303@example.com,Yerevan,2023-03-11,61
C10304,Karen,Vardanyan,customer304@example.com,ABOVYAN,2025-07-16,33
C10305,Eva,Manukyan,customer305@example.com,"Artashat,",2023-02-02,32
C10306,maRIaM,Hovhannisyan,customer306@example.com,Dilijan,2025-05-30,59
C10307,Gor,MANUkyAn,customer307@example.com,Gyumri City,2023-12-05,21
C10308,MARIAM,Hovhannisyan,,Yerevan,2023-03-14,44
C10309,#Lusine,GHAZARYAN,customer309@example.com,Yev.,2024-06-10,40
C10310,#Sona,"Petrosyan,",customer310@example.com,Kapan,2023-09-01,46
C10311,ANI,harutyunyan,customer311@example.com,Yerevan,2023-10-13,58
C10312,"""""David""""",PETROSYAN,customer312@example.com,artashat,2024-11-16,26
C10313,"""Mane""",Manukyan,customer313@example.com,Yev.,2024-05-12,60
C10314,mikAEL.,MKRTCHYAN,customer314@example.com,"""""Dilijan""""",2023-08-08,60
C10315,LilIt,Ghazaryan,customer315@example.com,Kapan,2024-07-06,N/A
C10316,Gor,Vardanyan,customer316@example.com,etch.,2023-05-16,59
C10317,Anna,Manukyan,customer317@example.com,YerEVAN,2025-01-10,21
C10318,'KAREN',hAruTYunyan,customer318@example.com,Yerevan,2025-06-22,22
C10319,Tatev,KaraPetYaN,customer319@example.com,Yer,2024-08-07,22
C10320,"""Lilit""",Hovhannisyan,customer320@example.com,"""Yerev.""",2024-08-13,28
C10321,arman,petrosYaN,customer321@example.com,"Yerevan,",2024-04-29,58
C10322,'taTEv',Vardanyan.,customer322@example.com,#GYUMRI,2023-09-06,45
C10323,'Nare',hakobyan,customer323@example.com,YER,2025-03-14,33
C10324,Ani,MKRTchyaN,customer324@example.com,Vandz.,2024-04-29,58
C10325,Sona,gRIGorYaN,customer325@example.com,  Vanadzor  ,2025-04-06,47
C10326,"""arsen""",Harutyunyan,customer326@example.com,yerevan city,2024-02-21,21
C10327,MIKael,Manukyan,customer327@example.com,DILIJAN,2023-07-14,19
C10328,ARSEN,'hovhannisyan',customer328@example.com,YVN,2023-04-07,63
C10329,Suren,"HAKOBYAN,",customer329@example.com,YVN,2023-04-10,N/A
C10330,SARo,VARDANYAN,customer330@example.com,GYuMRI,2024-11-05,38
C10331,Eva,martirosyan,customer331@example.com,Etchmiadzin.,2024-03-17,23
C10332,Mariam,Sargsyan,customer332@example.com,Yerevan,2023-12-29,60
C10333,MaRiAM,  Petrosyan  ,customer333@example.com,Yerevan,2024-03-09,35
C10334,"""""Saro""""",Stepanyan,customer334@example.com,Vanadzor,2024-02-25,61
C10335,"""Lusine""","""""Sargsyan""""",customer335@example.com,Yev.,2024-04-23,22
C10336,"""""Nare""""",Harutyunyan,customer336@example.com,Vanadzor.,2025-06-03,26
C10337,"""Gor""",'maRtIROsyAn',customer337@example.com,Artashat,2025-01-16,37
C10338,Hayk,"MARTIROSYAN,",customer338@example.com,Dilijan,2023-02-25,45
C10339,Eva,vardaNYAN,customer339@example.com,Yev.,2024-11-20,43
C10340,Mane,Martirosyan,customer340@example.com,"""YEREVAN""",2024-10-31,35
